"","NGenes","Direction","PValue","FDR"
"BIOCARTA_WNT_PATHWAY",41,"Down",0.783099344653438,0.996684714081068
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS",2,"Up",0.783145896756881,0.996684714081068
"DARWICHE_PAPILLOMA_RISK_LOW_DN",225,"Down",0.783380625683113,0.996684714081068
"JOHNSTONE_PARVB_TARGETS_2_DN",467,"Down",0.783389049860991,0.996684714081068
"ENK_UV_RESPONSE_EPIDERMIS_DN",749,"Down",0.783535125002458,0.996684714081068
"WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP",30,"Down",0.783561787739452,0.996684714081068
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS",10,"Up",0.783676272653319,0.996684714081068
"BURTON_ADIPOGENESIS_1",37,"Down",0.784134408452852,0.996951685117506
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",28,"Down",0.784247009628266,0.996951685117506
"MEISSNER_ES_ICP_WITH_H3K4ME3",39,"Down",0.784921542312214,0.997298170969341
"REACTOME_RAB_GERANYLGERANYLATION",60,"Down",0.785074260244607,0.997298170969341
"GEORGES_TARGETS_OF_MIR192_AND_MIR215",1120,"Up",0.785194380624991,0.997298170969341
"MAHAJAN_RESPONSE_TO_IL1A_UP",121,"Down",0.785333316775257,0.997298170969341
"KEGG_FATTY_ACID_METABOLISM",44,"Down",0.78593196681329,0.997298170969341
"KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3",109,"Down",0.785959919823892,0.997298170969341
"LINDGREN_BLADDER_CANCER_CLUSTER_2B",557,"Up",0.785975581618262,0.997298170969341
"LINDSTEDT_DENDRITIC_CELL_MATURATION_B",71,"Down",0.785997259447945,0.997298170969341
"REACTOME_CD209_DC_SIGN_SIGNALING",27,"Up",0.786320736725562,0.997298170969341
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",13,"Down",0.786476841780254,0.997298170969341
"LIU_COMMON_CANCER_GENES",129,"Up",0.786504782679042,0.997298170969341
"LEE_INTRATHYMIC_T_PROGENITOR",23,"Up",0.78683047385356,0.997482266234176
"WESTON_VEGFA_TARGETS",139,"Up",0.787223119520207,0.997514124097685
"IKEDA_MIR30_TARGETS_UP",208,"Down",0.787448545672807,0.997514124097685
"FINETTI_BREAST_CANCERS_KINOME_GRAY",24,"Up",0.787755124966442,0.997514124097685
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",14,"Up",0.788245326005889,0.997514124097685
"HUMMERICH_MALIGNANT_SKIN_TUMOR_DN",40,"Up",0.788660235986573,0.997514124097685
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS",31,"Up",0.788917979436326,0.997514124097685
"RIGGI_EWING_SARCOMA_PROGENITOR_UP",692,"Down",0.788934031134682,0.997514124097685
"DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN",187,"Up",0.789036672411897,0.997514124097685
"MATZUK_EMBRYONIC_GERM_CELL",20,"Up",0.789183392153733,0.997514124097685
"MCCOLLUM_GELDANAMYCIN_RESISTANCE_DN",13,"Up",0.789547273165065,0.997514124097685
"REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BONT_D",4,"Down",0.789681073038877,0.997514124097685
"REACTOME_HEME_DEGRADATION",19,"Up",0.78968816475185,0.997514124097685
"BIOCARTA_HIF_PATHWAY",24,"Down",0.789858512134563,0.997514124097685
"REACTOME_LEISHMANIA_INFECTION",236,"Up",0.790302602281841,0.997514124097685
"TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP",14,"Up",0.790597382245444,0.997514124097685
"CHO_NR4A1_TARGETS",41,"Down",0.790696223906151,0.997514124097685
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM",23,"Down",0.790713410652995,0.997514124097685
"KORKOLA_CHORIOCARCINOMA",2,"Down",0.790758416662632,0.997514124097685
"BROWNE_HCMV_INFECTION_10HR_UP",173,"Down",0.790978873027014,0.997514124097685
"MARCHINI_TRABECTEDIN_RESISTANCE_DN",111,"Up",0.791050981628054,0.997514124097685
"MARTENS_BOUND_BY_PML_RARA_FUSION",635,"Down",0.791102863455144,0.997514124097685
"DORSAM_HOXA9_TARGETS_UP",54,"Up",0.791182128695681,0.997514124097685
"COATES_MACROPHAGE_M1_VS_M2_DN",121,"Down",0.791604849575389,0.997514124097685
"REACTOME_SOS_MEDIATED_SIGNALLING",9,"Up",0.791649075464816,0.997514124097685
"ACEVEDO_LIVER_CANCER_DN",655,"Down",0.791721714918928,0.997514124097685
"ANDERSEN_CHOLANGIOCARCINOMA_CLASS2",206,"Up",0.79177662221808,0.997514124097685
"REACTOME_TIE2_SIGNALING",22,"Up",0.791778409035413,0.997514124097685
"SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN",28,"Down",0.79190996424476,0.997514124097685
"REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS",13,"Up",0.79227618927652,0.99759412128546
"BAKKER_FOXO3_TARGETS_UP",74,"Down",0.792929190622866,0.99759412128546
"ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF",696,"Down",0.792998085200198,0.99759412128546
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN",420,"Up",0.793167295871498,0.99759412128546
"BIOCARTA_AHSP_PATHWAY",12,"Up",0.793308162469728,0.99759412128546
"DOANE_BREAST_CANCER_ESR1_DN",48,"Down",0.793349656306921,0.99759412128546
"KOYAMA_SEMA3B_TARGETS_UP",341,"Down",0.793365223436042,0.99759412128546
"WEI_MIR34A_TARGETS",189,"Up",0.793621183330703,0.99759412128546
"CHESLER_BRAIN_D6MIT150_QTL_TRANS",7,"Up",0.794086864981934,0.99759412128546
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN",93,"Up",0.79453656501239,0.99759412128546
"KEGG_OLFACTORY_TRANSDUCTION",39,"Up",0.794539140929471,0.99759412128546
"LEE_AGING_NEOCORTEX_UP",122,"Up",0.794806041162648,0.99759412128546
"CADWELL_ATG16L1_TARGETS_UP",114,"Up",0.795554016981409,0.99759412128546
"GHANDHI_BYSTANDER_IRRADIATION_UP",86,"Up",0.795581405255241,0.99759412128546
"PID_UPA_UPAR_PATHWAY",50,"Up",0.796166270593583,0.99759412128546
"PID_DELTA_NP63_PATHWAY",71,"Up",0.796380632813765,0.99759412128546
"REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL",7,"Down",0.796382913655186,0.99759412128546
"GALIE_TUMOR_ANGIOGENESIS",10,"Down",0.796461176106928,0.99759412128546
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",18,"Down",0.796477622284676,0.99759412128546
"BIOCARTA_FAS_PATHWAY",37,"Up",0.796668445997594,0.99759412128546
"REACTOME_SLC_TRANSPORTER_DISORDERS",105,"Up",0.796768041686159,0.99759412128546
"RIGGI_EWING_SARCOMA_PROGENITOR_DN",246,"Down",0.797002924200548,0.99759412128546
"IM_SREBF1A_TARGETS",8,"Down",0.79718799163968,0.99759412128546
"PID_ANGIOPOIETIN_RECEPTOR_PATHWAY",70,"Up",0.79768531668705,0.99759412128546
"FALVELLA_SMOKERS_WITH_LUNG_CANCER",105,"Up",0.79804274674132,0.99759412128546
"CROONQUIST_IL6_DEPRIVATION_UP",28,"Up",0.798250130541908,0.99759412128546
"SESTO_RESPONSE_TO_UV_C5",80,"Up",0.798276150893533,0.99759412128546
"IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP",36,"Down",0.798686360652323,0.99759412128546
"PID_EPO_PATHWAY",49,"Down",0.798739464573938,0.99759412128546
"BAKKER_FOXO3_TARGETS_DN",192,"Up",0.798745302706935,0.99759412128546
"MARSHALL_VIRAL_INFECTION_RESPONSE_DN",35,"Down",0.79885563775078,0.99759412128546
"GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN",298,"Down",0.799080764314722,0.99759412128546
"BIOCARTA_CTLA4_PATHWAY",24,"Up",0.799296239921428,0.99759412128546
"WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH",89,"Up",0.799533302554061,0.99759412128546
"REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS",13,"Down",0.799533380481225,0.99759412128546
"MILI_PSEUDOPODIA",71,"Up",0.799830974789365,0.99759412128546
"MIKKELSEN_MEF_LCP_WITH_H3K4ME3",177,"Down",0.800162678507693,0.99759412128546
"WANG_RESPONSE_TO_BEXAROTENE_UP",37,"Up",0.800387410663646,0.99759412128546
"TSENG_ADIPOGENIC_POTENTIAL_DN",80,"Down",0.800600648090018,0.99759412128546
"LEI_HOXC8_TARGETS_DN",27,"Down",0.800651301209716,0.99759412128546
"BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS",38,"Down",0.800700753499178,0.99759412128546
"BIOCARTA_MSP_PATHWAY",10,"Up",0.800887508254696,0.99759412128546
"BIOCARTA_CBL_PATHWAY",20,"Down",0.801096584661372,0.99759412128546
"RICKMAN_HEAD_AND_NECK_CANCER_B",57,"Down",0.801098591109875,0.99759412128546
"CHIBA_RESPONSE_TO_TSA_DN",43,"Up",0.801106467186645,0.99759412128546
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",37,"Up",0.801244384969516,0.99759412128546
"CARD_MIR302A_TARGETS",114,"Down",0.801726042447051,0.99759412128546
"PID_AVB3_OPN_PATHWAY",50,"Up",0.801766708535942,0.99759412128546
"PID_ERBB_NETWORK_PATHWAY",16,"Up",0.801829906331886,0.99759412128546
"IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP",25,"Up",0.801941175812609,0.99759412128546
"NEWMAN_ERCC6_TARGETS_DN",63,"Up",0.802053706766294,0.99759412128546
"REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ",8,"Up",0.8021039028419,0.99759412128546
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",24,"Down",0.80218699398402,0.99759412128546
"REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION",29,"Down",0.802336480513018,0.99759412128546
"ONDER_CDH1_SIGNALING_VIA_CTNNB1",152,"Up",0.802910715932546,0.99759412128546
"BIOCARTA_RANBP2_PATHWAY",15,"Up",0.803070388289384,0.99759412128546
"REACTOME_INTERLEUKIN_21_SIGNALING",11,"Down",0.803158770237961,0.99759412128546
"PARK_HSC_MARKERS",54,"Down",0.803231193969124,0.99759412128546
"BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN",89,"Up",0.803335035792827,0.99759412128546
"CHEN_PDGF_TARGETS",34,"Up",0.80338447962332,0.99759412128546
"BRUINS_UVC_RESPONSE_EARLY_LATE",394,"Down",0.803439837261565,0.99759412128546
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_CYAN_UP",28,"Up",0.803667751470605,0.99759412128546
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",13,"Down",0.803720370594771,0.99759412128546
"PID_IL8_CXCR1_PATHWAY",46,"Down",0.803838267193893,0.99759412128546
"COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN",188,"Down",0.804123176530967,0.99759412128546
"ZHAN_MULTIPLE_MYELOMA_LB_UP",67,"Down",0.804324307296422,0.99759412128546
"REACTOME_UREA_CYCLE",9,"Up",0.804368574496226,0.99759412128546
"NABA_ECM_AFFILIATED",122,"Down",0.804560938539478,0.99759412128546
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS",6,"Down",0.804596991969446,0.99759412128546
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",19,"Up",0.804921586057136,0.99759412128546
"ROSS_AML_OF_FAB_M7_TYPE",101,"Down",0.805064781565999,0.99759412128546
"REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT",11,"Down",0.80519409201429,0.99759412128546
"REACTOME_ORGANIC_CATION_TRANSPORT",11,"Down",0.80519409201429,0.99759412128546
"GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS",1410,"Up",0.805506336664976,0.99759412128546
"KLEIN_TARGETS_OF_BCR_ABL1_FUSION",62,"Up",0.805513023737916,0.99759412128546
"WEBER_METHYLATED_HCP_IN_SPERM_UP",15,"Up",0.805869943551654,0.997812527014663
"REACTOME_GABA_RECEPTOR_ACTIVATION",45,"Up",0.806547848185251,0.9981283426437
"MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP",478,"Down",0.806626040945849,0.9981283426437
"BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP",102,"Down",0.806674124317623,0.9981283426437
"REACTOME_ERKS_ARE_INACTIVATED",16,"Up",0.80692198316013,0.9981283426437
"KEGG_BETA_ALANINE_METABOLISM",25,"Down",0.807247937170328,0.9981283426437
"UEDA_PERIFERAL_CLOCK",246,"Up",0.807270320256446,0.9981283426437
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",18,"Up",0.807431966207144,0.9981283426437
"GAVIN_FOXP3_TARGETS_CLUSTER_P2",88,"Up",0.807618397315028,0.9981283426437
"NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN",16,"Up",0.807937632897869,0.9981283426437
"REACTOME_STIMULI_SENSING_CHANNELS",89,"Down",0.808012562009033,0.9981283426437
"TURJANSKI_MAPK11_TARGETS",5,"Down",0.808111872057168,0.9981283426437
"VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP",97,"Down",0.808791038131645,0.998536850687474
"DOUGLAS_BMI1_TARGETS_DN",403,"Down",0.808930541165199,0.998536850687474
"REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM",10,"Down",0.80898470512628,0.998536850687474
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",78,"Up",0.809436447714639,0.998548508273309
"HINATA_NFKB_TARGETS_FIBROBLAST_UP",119,"Up",0.809548687532209,0.998548508273309
"BYSTROEM_CORRELATED_WITH_IL5_DN",80,"Up",0.809738019638586,0.998548508273309
"KASLER_HDAC7_TARGETS_1_UP",233,"Up",0.809841652864045,0.998548508273309
"REACTOME_RUNX3_REGULATES_P14_ARF",18,"Down",0.810055484570642,0.998548508273309
"BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FLI1",9,"Up",0.810078350088535,0.998548508273309
"WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP",5,"Down",0.810655960522866,0.998910359086748
"REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR",6,"Up",0.810822012494266,0.998910359086748
"REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS",9,"Up",0.810928166691984,0.998910359086748
"REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA",14,"Down",0.811230474943944,0.998910359086748
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP",134,"Up",0.811613664643939,0.998910359086748
"REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA",5,"Down",0.811978827251701,0.998910359086748
"SESTO_RESPONSE_TO_UV_C4",33,"Up",0.811980344169538,0.998910359086748
"REACTOME_HISTIDINE_CATABOLISM",6,"Up",0.812155786917778,0.998910359086748
"STEIN_ESRRA_TARGETS",755,"Up",0.812642318819676,0.998910359086748
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",76,"Up",0.812775917225875,0.998910359086748
"FIGUEROA_AML_METHYLATION_CLUSTER_7_UP",163,"Up",0.813003421766277,0.998910359086748
"TERAMOTO_OPN_TARGETS_CLUSTER_1",18,"Down",0.813099333832632,0.998910359086748
"SABATES_COLORECTAL_ADENOMA_UP",140,"Down",0.813406336108849,0.998910359086748
"PID_IL5_PATHWAY",20,"Up",0.813546987924041,0.998910359086748
"LANDIS_ERBB2_BREAST_TUMORS_65_UP",26,"Up",0.813624194398455,0.998910359086748
"ROESSLER_LIVER_CANCER_METASTASIS_UP",149,"Up",0.814152862916934,0.998910359086748
"SMID_BREAST_CANCER_ERBB2_UP",170,"Down",0.814500543154733,0.998910359086748
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",35,"Down",0.814577117143459,0.998910359086748
"BASSO_HAIRY_CELL_LEUKEMIA_DN",5,"Down",0.814684064988061,0.998910359086748
"MCCLUNG_CREB1_TARGETS_DN",85,"Down",0.81471461598759,0.998910359086748
"CHANGOLKAR_H2AFY_TARGETS_DN",41,"Down",0.814756728086867,0.998910359086748
"SHEN_SMARCA2_TARGETS_UP",519,"Down",0.81503028618349,0.998910359086748
"REACTOME_CHYLOMICRON_CLEARANCE",7,"Up",0.815232858132191,0.998910359086748
"BIOCARTA_MITR_PATHWAY",8,"Up",0.815601211139727,0.998910359086748
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2",65,"Down",0.816296164106837,0.998910359086748
"ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN",142,"Up",0.816462979771065,0.998910359086748
"KEGG_SELENOAMINO_ACID_METABOLISM",25,"Up",0.817001860665725,0.998910359086748
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN",34,"Down",0.81704480550224,0.998910359086748
"BIOCARTA_ASBCELL_PATHWAY",10,"Up",0.817092814986875,0.998910359086748
"SEKI_INFLAMMATORY_RESPONSE_LPS_UP",114,"Down",0.817279034365693,0.998910359086748
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING",23,"Up",0.817439303599127,0.998910359086748
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",188,"Up",0.817506633866723,0.998910359086748
"CERVERA_SDHB_TARGETS_2",170,"Down",0.817653253870299,0.998910359086748
"REACTOME_BIOSYNTHESIS_OF_MARESINS",10,"Down",0.817708323965677,0.998910359086748
"REACTOME_NRCAM_INTERACTIONS",10,"Down",0.817897412801506,0.998910359086748
"GENTILE_UV_RESPONSE_CLUSTER_D5",45,"Down",0.818136390807309,0.998910359086748
"MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN",341,"Down",0.81834946227412,0.998910359086748
"LEE_AGING_MUSCLE_UP",58,"Down",0.818652826175441,0.998910359086748
"PID_MYC_REPRESS_PATHWAY",93,"Up",0.819251340914741,0.998910359086748
"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL",415,"Down",0.819311334259548,0.998910359086748
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",335,"Up",0.819328911700959,0.998910359086748
"BEIER_GLIOMA_STEM_CELL_UP",57,"Down",0.81998645129983,0.998910359086748
"PID_AJDISS_2PATHWAY",67,"Down",0.820401076617224,0.998910359086748
"PID_RAC1_PATHWAY",77,"Up",0.820919027964524,0.998910359086748
"DARWICHE_SKIN_TUMOR_PROMOTER_DN",244,"Up",0.820919163539784,0.998910359086748
"PID_MYC_PATHWAY",35,"Up",0.821221052647744,0.998910359086748
"ROY_WOUND_BLOOD_VESSEL_DN",43,"Up",0.821356754172052,0.998910359086748
"REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES",7,"Down",0.821478294941535,0.998910359086748
"MIKKELSEN_IPS_WITH_HCP_H3K27ME3",110,"Down",0.82157942176835,0.998910359086748
"PID_AP1_PATHWAY",115,"Down",0.821629987499932,0.998910359086748
"WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT",105,"Down",0.821830022204623,0.998910359086748
"KIM_ALL_DISORDERS_CALB1_CORR_DN",30,"Up",0.821838635846146,0.998910359086748
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP",56,"Up",0.821874258515647,0.998910359086748
"BIOCARTA_PARKIN_PATHWAY",7,"Up",0.822214322160401,0.998910359086748
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",121,"Up",0.82224472717093,0.998910359086748
"REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA",2,"Down",0.822393792418977,0.998910359086748
"REACTOME_PLATELET_HOMEOSTASIS",89,"Up",0.822787247063084,0.998910359086748
"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN",74,"Down",0.823187192969603,0.998910359086748
"HEIDENBLAD_AMPLICON_12P11_12_UP",46,"Up",0.82326427179367,0.998910359086748
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",26,"Up",0.823306482250613,0.998910359086748
"BIOCARTA_IL4_PATHWAY",19,"Down",0.823560150683996,0.998910359086748
"WATANABE_COLON_CANCER_MSI_VS_MSS_UP",35,"Up",0.823657563523329,0.998910359086748
"VALK_AML_CLUSTER_6",55,"Up",0.823663159719085,0.998910359086748
"GAVIN_FOXP3_TARGETS_CLUSTER_P4",144,"Down",0.823717137029821,0.998910359086748
"MUELLER_METHYLATED_IN_GLIOBLASTOMA",42,"Up",0.823867291583687,0.998910359086748
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP",286,"Down",0.824084855780251,0.998910359086748
"WANG_LSD1_TARGETS_DN",35,"Up",0.82433043271852,0.998910359086748
"LINDSTEDT_DENDRITIC_CELL_MATURATION_D",97,"Down",0.824490061316142,0.998910359086748
"GHANDHI_DIRECT_IRRADIATION_DN",39,"Down",0.824562051812362,0.998910359086748
"NUYTTEN_EZH2_TARGETS_UP",1303,"Down",0.824637780765951,0.998910359086748
"CHIBA_RESPONSE_TO_TSA_UP",81,"Down",0.824783397100101,0.998910359086748
"WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D",1169,"Up",0.824922945789117,0.998910359086748
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN",121,"Down",0.824978949217751,0.998910359086748
"KEGG_PEROXISOME",79,"Down",0.825320590917006,0.998910359086748
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",191,"Up",0.825503629298075,0.998910359086748
"REACTOME_CLEC7A_INFLAMMASOME_PATHWAY",7,"Down",0.825569090218452,0.998910359086748
"KYNG_WERNER_SYNDROM_UP",22,"Up",0.825842313859836,0.998910359086748
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",20,"Down",0.826270674225873,0.998910359086748
"PID_FAS_PATHWAY",49,"Up",0.826543314069954,0.998910359086748
"PID_LKB1_PATHWAY",57,"Up",0.826797029660879,0.998910359086748
"SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP",210,"Down",0.826903862371331,0.998910359086748
"REACTOME_PEROXISOMAL_PROTEIN_IMPORT",68,"Down",0.827315108864541,0.998910359086748
"BIOCARTA_MTOR_PATHWAY",30,"Down",0.827317906402551,0.998910359086748
"SASSON_RESPONSE_TO_GONADOTROPHINS_UP",118,"Up",0.827338616968424,0.998910359086748
"WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN",31,"Up",0.82769378859287,0.998910359086748
"HELLER_HDAC_TARGETS_DN",394,"Up",0.827742139208651,0.998910359086748
"FOURNIER_ACINAR_DEVELOPMENT_LATE_UP",18,"Down",0.827850347164291,0.998910359086748
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",24,"Down",0.827879353251364,0.998910359086748
"LU_TUMOR_ENDOTHELIAL_MARKERS_DN",7,"Down",0.827917594201217,0.998910359086748
"MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN",66,"Up",0.827946515307649,0.998910359086748
"EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION",72,"Down",0.828084180927554,0.998910359086748
"WHITEHURST_PACLITAXEL_SENSITIVITY",57,"Down",0.828109113374729,0.998910359086748
"HOEBEKE_LYMPHOID_STEM_CELL_DN",122,"Down",0.828259846081859,0.998910359086748
"YANG_BREAST_CANCER_ESR1_BULK_DN",27,"Up",0.82878093420207,0.998910359086748
"NGUYEN_NOTCH1_TARGETS_DN",144,"Up",0.828852605929708,0.998910359086748
"BIOCARTA_CERAMIDE_PATHWAY",27,"Up",0.829065105538838,0.998910359086748
"EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP",298,"Down",0.829826742444313,0.998910359086748
"HOLLEMAN_DAUNORUBICIN_ALL_DN",8,"Down",0.830352357362078,0.998910359086748
"FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP",42,"Up",0.830576030329754,0.998910359086748
"LY_AGING_MIDDLE_UP",20,"Up",0.830701697893746,0.998910359086748
"NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON",31,"Down",0.83096047359013,0.998910359086748
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_8",64,"Down",0.830961805055035,0.998910359086748
"REACTOME_P75NTR_SIGNALS_VIA_NF_KB",20,"Up",0.831008360899482,0.998910359086748
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP",276,"Down",0.831024652908293,0.998910359086748
"PID_KIT_PATHWAY",75,"Up",0.831125477060229,0.998910359086748
"ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN",31,"Down",0.831755900609707,0.998910359086748
"MCBRYAN_PUBERTAL_BREAST_4_5WK_DN",278,"Up",0.831963274661423,0.998910359086748
"VILIMAS_NOTCH1_TARGETS_UP",62,"Down",0.832110340682028,0.998910359086748
"BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP",50,"Up",0.832170069681052,0.998910359086748
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",15,"Down",0.832646490552379,0.998910359086748
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",556,"Up",0.832864574321324,0.998910359086748
"COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP",58,"Down",0.833269497917975,0.998910359086748
"HOWLIN_CITED1_TARGETS_2_UP",25,"Down",0.833409811819597,0.998910359086748
"WANG_LSD1_TARGETS_UP",30,"Up",0.833858345162651,0.998910359086748
"GENTILE_UV_RESPONSE_CLUSTER_D1",24,"Up",0.833990854046724,0.998910359086748
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",16,"Down",0.834044343946347,0.998910359086748
"NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON",27,"Up",0.834101694288168,0.998910359086748
"LEE_DIFFERENTIATING_T_LYMPHOCYTE",293,"Down",0.834112687707967,0.998910359086748
"REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN",24,"Down",0.834849844241361,0.998910359086748
"REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS",74,"Up",0.834910366807791,0.998910359086748
"MALONEY_RESPONSE_TO_17AAG_UP",73,"Down",0.835062581504911,0.998910359086748
"LINSLEY_MIR16_TARGETS",303,"Up",0.835181287796781,0.998910359086748
"DONATO_CELL_CYCLE_TRETINOIN",8,"Down",0.835512037265646,0.998910359086748
"REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS",25,"Up",0.835784734741915,0.998910359086748
"BIOCARTA_LIS1_PATHWAY",35,"Down",0.835895600853129,0.998910359086748
"REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM",14,"Down",0.836016316243524,0.998910359086748
"AMIT_SERUM_RESPONSE_480_MCF10A",39,"Up",0.836383388380903,0.998910359086748
"REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT",6,"Down",0.836741659483713,0.998910359086748
